代码,名称,最新价,涨跌幅,涨跌额,开盘,昨收,最高,最低,成交量,成交额,时间
600000,浦发银行,10.15,1.00%,0.10,10.03,10.05,10.19,9.88,1821659.0,1823281315.0,2026-01-29 15:00:00
