代码,名称,最新价,涨跌幅,涨跌额,开盘,昨收,最高,最低,成交量,成交额,时间
600036,招商银行,38.55,1.98%,0.75,37.88,37.8,38.6,37.55,1564287.0,5948635448.0,2026-01-29 14:13:00
